datetime;season;holiday;workingday;weather;temp;atemp;humidity;windspeed;casual;registered;count;Порядковый номер;;;
02.05.2011 14:00;2;0;1;1;26,24;30,305;69;15,0013;48;133;181;1817;;;
17.06.2011 11:00;2;0;1;1;27,88;31,82;69;16,9979;43;138;181;2630;;;
03.07.2011 09:00;3;0;0;1;28,7;33,335;74;16,9979;82;99;181;2748;;;
03.07.2011 18:00;3;0;0;3;32,8;37,12;49;56,9969;74;107;181;2757;;;
17.07.2011 22:00;3;0;0;1;29,52;34,09;66;15,0013;65;116;181;3097;;;
11.10.2011 12:00;4;0;1;2;24,6;29,545;73;11,0014;51;130;181;4308;;;
13.10.2011 20:00;4;0;1;1;25,42;28,79;83;19,0012;15;166;181;4364;;;
19.10.2011 17:00;4;0;1;3;22,96;26,515;94;11,0014;11;170;181;4504;;;
08.11.2011 20:00;4;0;1;1;16,4;20,455;76;0;12;169;181;4699;;;
17.12.2011 10:00;4;0;0;2;10,66;12,12;52;19,0012;10;171;181;5361;;;
08.01.2012 18:00;1;0;0;1;13,94;15,91;46;15,0013;19;162;181;5608;;;
16.01.2012 14:00;1;1;0;1;9,84;10,605;44;26,0027;23;158;181;5795;;;
16.01.2012 18:00;1;1;0;1;10,66;11,365;52;22,0028;6;175;181;5799;;;
05.02.2012 18:00;1;0;0;1;12,3;14,395;52;16,9979;10;171;181;5990;;;
04.04.2012 22:00;2;0;1;1;22,96;26,515;22;11,0014;30;151;181;6879;;;
10.04.2012 10:00;2;0;1;1;18,86;22,725;47;11,0014;49;132;181;7011;;;
10.06.2012 08:00;2;0;0;1;26,24;30,305;73;6,0032;59;122;181;7920;;;
14.06.2012 06:00;2;0;1;1;23,78;27,275;60;19,0012;12;169;181;8014;;;
02.08.2012 10:00;3;0;1;1;32,8;37,88;55;0;51;130;181;8642;;;
04.08.2012 08:00;3;0;0;1;30,34;36,365;72;12,998;49;132;181;8688;;;
12.08.2012 22:00;3;0;0;1;28,7;32,575;58;8,9981;40;141;181;8894;;;
08.09.2012 21:00;3;0;0;2;24,6;28,03;83;11,0014;26;155;181;9253;;;
16.10.2012 22:00;4;0;1;1;16,4;20,455;71;6,0032;18;163;181;9902;;;
03.11.2012 20:00;4;0;0;1;13,94;16,665;53;8,9981;23;158;181;10044;;;
07.11.2012 13:00;4;0;1;2;13,12;15,15;53;16,9979;23;158;181;10133;;;
14.11.2012 14:00;4;0;1;1;14,76;17,425;43;8,9981;20;161;181;10301;;;
04.12.2012 22:00;4;0;1;2;20,5;24,24;63;19,9995;26;155;181;10525;;;
17.12.2012 14:00;4;0;1;2;16,4;20,455;87;6,0032;12;169;181;10829;;;
04.01.2011 18:00;1;0;1;1;10,66;12,88;48;12,998;3;179;182;87;;;
02.02.2011 18:00;1;0;1;1;13,94;14,395;42;36,9974;7;175;182;473;;;
06.02.2011 13:00;1;0;0;1;13,94;18,18;46;0;47;135;182;562;;;
06.02.2011 15:00;1;0;0;1;13,94;17,425;46;6,0032;52;130;182;564;;;
12.03.2011 15:00;1;0;0;1;17,22;21,21;44;32,9975;81;101;182;1152;;;
07.05.2011 21:00;2;0;0;1;22,14;25,76;49;15,0013;58;124;182;1944;;;
12.06.2011 09:00;2;0;0;1;29,52;34,09;66;0;75;107;182;2508;;;
07.07.2011 22:00;3;0;1;1;30,34;34,09;62;11,0014;32;150;182;2857;;;
09.07.2011 08:00;3;0;0;1;28,7;32,575;70;16,9979;68;114;182;2891;;;
08.08.2011 12:00;3;0;1;1;33,62;37,88;46;16,9979;48;134;182;3327;;;
15.08.2011 15:00;3;0;1;3;30,34;34,09;55;19,9995;49;133;182;3498;;;
16.08.2011 14:00;3;0;1;1;31,16;34,09;45;27,9993;65;117;182;3521;;;
18.08.2011 14:00;3;0;1;1;33,62;37,88;46;22,0028;67;115;182;3569;;;
05.10.2011 15:00;4;0;1;1;26,24;31,06;47;19,0012;35;147;182;4167;;;
02.11.2011 20:00;4;0;1;1;16,4;20,455;66;8,9981;5;177;182;4555;;;
08.11.2011 21:00;4;0;1;1;16,4;20,455;76;0;16;166;182;4700;;;
19.11.2011 19:00;4;0;0;2;13,94;16,665;71;8,9981;33;149;182;4962;;;
05.02.2012 11:00;1;0;0;2;10,66;12,88;70;12,998;22;160;182;5983;;;
07.04.2012 22:00;2;0;0;1;19,68;23,485;20;12,998;76;106;182;6951;;;
11.04.2012 12:00;2;0;1;2;14,76;16,665;46;26,0027;35;147;182;7036;;;
18.05.2012 06:00;2;0;1;1;18,04;21,97;77;8,9981;14;168;182;7654;;;
16.07.2012 11:00;3;0;1;1;34,44;40,15;53;15,0013;57;125;182;8523;;;
08.11.2012 14:00;4;0;1;1;18,04;21,97;18;27,9993;33;149;182;10157;;;
08.12.2012 20:00;4;0;0;2;14,76;18,94;100;0;20;162;182;10619;;;
19.05.2011 13:00;2;0;1;3;23,78;27,275;64;16,9979;44;139;183;2224;;;
07.06.2011 12:00;2;0;1;2;32,8;36,365;46;19,0012;42;141;183;2391;;;
07.06.2011 15:00;2;0;1;2;33,62;37,12;41;22,0028;56;127;183;2394;;;
18.06.2011 21:00;2;0;0;2;29,52;34,09;66;7,0015;58;125;183;2664;;;
03.07.2011 19:00;3;0;0;2;27,06;30,305;83;12,998;100;83;183;2758;;;
07.08.2011 20:00;3;0;0;1;29,52;35,605;84;8,9981;50;133;183;3311;;;
08.08.2011 09:00;3;0;1;1;31,16;34,85;55;26,0027;37;146;183;3324;;;
13.08.2011 20:00;3;0;0;2;27,88;31,82;83;15,0013;78;105;183;3455;;;
14.08.2011 10:00;3;0;0;1;28,7;33,335;79;15,0013;67;116;183;3469;;;
04.10.2011 14:00;4;0;1;1;23,78;27,275;53;16,9979;27;156;183;4142;;;
19.12.2011 09:00;4;0;1;1;9,02;10,605;69;15,0013;17;166;183;5408;;;
12.01.2012 13:00;1;0;1;1;17,22;21,21;77;11,0014;13;170;183;5698;;;
11.02.2012 11:00;1;0;0;2;9,84;12,88;81;7,0015;26;157;183;6126;;;
16.06.2012 23:00;2;0;0;1;24,6;31,06;53;19,9995;49;134;183;8079;;;
04.07.2012 23:00;3;1;0;2;31,98;34,85;43;6,0032;31;152;183;8247;;;
18.07.2012 11:00;3;0;1;1;36,9;42,425;42;0;47;136;183;8571;;;
02.08.2012 06:00;3;0;1;1;27,06;30,305;83;0;6;177;183;8638;;;
02.04.2011 12:00;2;0;0;3;13,12;16,665;81;8,9981;84;100;184;1360;;;
02.04.2011 17:00;2;0;0;1;15,58;19,695;54;23,9994;89;95;184;1365;;;
18.04.2011 12:00;2;0;1;2;22,96;26,515;49;6,0032;60;124;184;1743;;;
05.05.2011 09:00;2;0;1;1;18,86;22,725;44;19,0012;20;164;184;1884;;;
17.05.2011 14:00;2;0;1;1;25,42;29,545;73;31,0009;61;123;184;2177;;;
13.07.2011 22:00;3;0;1;1;27,88;31,82;83;12,998;48;136;184;3001;;;
17.07.2011 09:00;3;0;0;1;29,52;33,335;58;15,0013;74;110;184;3084;;;
07.08.2011 09:00;3;0;0;1;31,16;37,12;75;7,0015;82;102;184;3300;;;
15.08.2011 21:00;3;0;1;1;27,06;31,06;65;12,998;34;150;184;3504;;;
12.09.2011 12:00;3;0;1;1;29,52;33,335;51;12,998;37;147;184;3876;;;
13.09.2011 13:00;3;0;1;1;30,34;33,335;51;19,0012;48;136;184;3901;;;
04.01.2012 19:00;1;0;1;2;8,2;11,365;40;7,0015;2;182;184;5513;;;
07.02.2012 13:00;1;0;1;1;18,04;21,97;38;16,9979;15;169;184;6032;;;
14.02.2012 20:00;1;0;1;2;15,58;19,695;46;8,9981;6;178;184;6207;;;
04.03.2012 18:00;1;0;0;1;13,12;13,635;33;40,9973;20;164;184;6421;;;
10.03.2012 19:00;1;0;0;1;13,94;18,18;25;0;25;159;184;6566;;;
19.03.2012 10:00;1;0;1;1;21,32;25;72;8,9981;56;128;184;6772;;;
02.05.2012 11:00;2;0;1;2;23,78;27,275;81;8,9981;39;145;184;7275;;;
15.05.2012 14:00;2;0;1;2;26,24;30,305;73;12,998;39;145;184;7590;;;
05.06.2012 06:00;2;0;1;1;19,68;23,485;82;16,9979;7;177;184;7798;;;
03.09.2012 21:00;3;1;0;1;29,52;34,09;76;7,0015;42;142;184;9133;;;
15.12.2012 21:00;4;0;0;1;14,76;17,425;62;8,9981;15;169;184;10788;;;
18.12.2012 10:00;4;0;1;1;18,04;21,97;77;6,0032;22;162;184;10849;;;
18.02.2011 12:00;1;0;1;1;20,5;24,24;59;12,998;59;126;185;842;;;
17.03.2011 09:00;1;0;1;1;16,4;20,455;62;16,9979;23;162;185;1262;;;
08.04.2011 09:00;2;0;1;2;14,76;17,425;76;12,998;17;168;185;1501;;;
16.05.2011 11:00;2;0;1;1;26,24;31,06;57;0;56;129;185;2150;;;
02.06.2011 14:00;2;0;1;1;31,98;33,335;24;22,0028;43;142;185;2273;;;
04.06.2011 21:00;2;0;0;2;27,06;31,06;47;7,0015;46;139;185;2328;;;
10.06.2011 22:00;2;0;1;1;29,52;34,85;74;16,9979;40;145;185;2473;;;
13.06.2011 15:00;2;0;1;1;28,7;31,82;37;30,0026;58;127;185;2538;;;
06.07.2011 15:00;3;0;1;1;31,16;36,365;70;19,0012;55;130;185;2826;;;
09.08.2011 12:00;3;0;1;1;33,62;39,395;56;12,998;60;125;185;3351;;;
06.09.2011 09:00;3;0;1;2;22,14;25,76;81;27,9993;18;167;185;3731;;;
09.10.2011 09:00;4;0;0;1;20,5;24,24;77;0;66;119;185;4257;;;
06.11.2011 18:00;4;0;0;1;17,22;21,21;71;7,0015;39;146;185;4649;;;
14.11.2011 14:00;4;0;1;1;25,42;31,06;46;30,0026;47;138;185;4837;;;
10.12.2011 17:00;4;0;0;1;11,48;12,88;36;22,0028;34;151;185;5200;;;
16.01.2012 12:00;1;1;0;1;8,2;9,09;55;22,0028;20;165;185;5793;;;
08.03.2012 15:00;1;0;1;1;26,24;31,06;38;46,0022;24;161;185;6514;;;
17.03.2012 23:00;1;0;0;1;20,5;24,24;77;11,0014;34;151;185;6737;;;
14.05.2012 12:00;2;0;1;2;22,96;26,515;88;19,0012;53;132;185;7564;;;
11.07.2012 06:00;3;0;1;1;26,24;28,79;89;8,9981;17;168;185;8398;;;
01.08.2012 06:00;3;0;1;1;26,24;29,545;78;8,9981;6;179;185;8614;;;
05.08.2012 19:00;3;0;0;1;28,7;33,335;84;15,0013;46;139;185;8723;;;
06.10.2012 22:00;4;0;0;1;18,04;21,97;62;8,9981;45;140;185;9662;;;
07.10.2012 10:00;4;0;0;2;17,22;21,21;67;12,998;41;144;185;9674;;;
15.10.2012 14:00;4;0;1;2;24,6;28,79;78;19,0012;57;128;185;9870;;;
01.11.2012 14:00;4;0;1;2;16,4;20,455;50;15,0013;31;154;185;9990;;;
03.05.2011 09:00;2;0;1;2;24,6;28,79;78;23,9994;29;157;186;1836;;;
06.07.2011 22:00;3;0;1;1;28,7;33,335;79;12,998;30;156;186;2833;;;
13.07.2011 09:00;3;0;1;1;33,62;37,12;41;12,998;23;163;186;2988;;;
08.08.2011 21:00;3;0;1;1;31,16;35,605;58;6,0032;30;156;186;3336;;;
12.08.2011 14:00;3;0;1;1;32,8;34,85;29;12,998;51;135;186;3425;;;
01.11.2011 15:00;4;0;1;1;20,5;24,24;45;8,9981;38;148;186;4526;;;
04.11.2011 20:00;4;0;1;1;14,76;16,665;43;19,0012;15;171;186;4603;;;
01.02.2012 13:00;1;0;1;1;18,86;22,725;47;15,0013;12;174;186;5889;;;
05.07.2012 10:00;3;0;1;1;35,26;39,395;44;23,9994;69;117;186;8258;;;
16.07.2012 10:00;3;0;1;1;32,8;38,635;59;0;69;117;186;8522;;;
11.10.2012 23:00;4;0;1;1;17,22;21,21;58;6,0032;10;176;186;9783;;;
07.01.2011 17:00;1;0;1;2;8,2;12,88;37;0;9;178;187;155;;;
04.03.2011 18:00;1;0;1;2;13,94;15,15;53;19,9995;15;172;187;968;;;
02.05.2011 12:00;2;0;1;1;25,42;30,305;69;15,0013;40;147;187;1815;;;
04.08.2011 09:00;3;0;1;1;29,52;34,85;74;22,0028;25;162;187;3228;;;
11.08.2011 11:00;3;0;1;1;31,16;33,335;35;16,9979;59;128;187;3398;;;
18.08.2011 13:00;3;0;1;1;32,8;37,12;52;23,9994;33;154;187;3568;;;
13.09.2011 12:00;3;0;1;1;29,52;33,335;58;15,0013;43;144;187;3900;;;
19.09.2011 15:00;3;0;1;2;24,6;30,305;60;15,0013;44;143;187;4047;;;
04.10.2011 09:00;4;0;1;1;18,86;22,725;67;16,9979;19;168;187;4137;;;
08.10.2011 21:00;4;0;0;1;21,32;25;77;0;54;133;187;4245;;;
02.11.2011 15:00;4;0;1;1;19,68;23,485;51;11,0014;26;161;187;4550;;;
09.12.2011 14:00;4;0;1;1;15,58;19,695;46;19,0012;24;163;187;5173;;;
06.03.2012 20:00;1;0;1;1;13,12;15,91;49;12,998;3;184;187;6471;;;
09.03.2012 11:00;1;0;1;2;14,76;16,665;34;23,9994;17;170;187;6534;;;
12.04.2012 21:00;2;0;1;1;17,22;21,21;35;8,9981;13;174;187;7069;;;
04.06.2012 10:00;2;0;1;1;26,24;31,06;41;31,0009;67;120;187;7778;;;
10.07.2012 06:00;3;0;1;2;27,88;31,82;79;7,0015;4;183;187;8374;;;
15.07.2012 00:00;3;0;0;1;27,88;31,82;89;11,0014;40;147;187;8488;;;
19.08.2012 00:00;3;0;0;1;27,06;31,06;57;6,0032;44;143;187;9040;;;
13.11.2012 21:00;4;0;1;1;12,3;13,635;49;23,9994;9;178;187;10284;;;
10.01.2011 08:00;1;0;1;2;4,92;6,06;50;19,0012;4;184;188;218;;;
03.02.2011 08:00;1;0;1;1;5,74;6,06;50;23,9994;4;184;188;486;;;
09.03.2011 18:00;1;0;1;2;13,94;15,91;76;16,9979;12;176;188;1086;;;
19.04.2011 07:00;2;0;1;2;21,32;25;55;0;22;166;188;1762;;;
06.05.2011 09:00;2;0;1;1;18,86;22,725;67;19,0012;27;161;188;1908;;;
19.05.2011 15:00;2;0;1;1;22,96;26,515;78;11,0014;63;125;188;2226;;;
02.06.2011 15:00;2;0;1;1;32,8;34,09;21;26,0027;44;144;188;2274;;;
06.06.2011 09:00;2;0;1;1;28,7;32,575;58;11,0014;26;162;188;2364;;;
14.06.2011 22:00;2;0;1;1;23,78;27,275;60;15,0013;29;159;188;2569;;;
16.06.2011 07:00;2;0;1;3;22,96;26,515;78;11,0014;16;172;188;2602;;;
16.06.2011 21:00;2;0;1;3;25,42;28,79;83;16,9979;34;154;188;2616;;;
18.06.2011 20:00;2;0;0;2;29,52;33,335;58;8,9981;61;127;188;2663;;;
05.08.2011 22:00;3;0;1;1;28,7;32,575;65;15,0013;51;137;188;3265;;;
09.09.2011 15:00;3;0;1;1;30,34;34,85;66;0;27;161;188;3808;;;
19.09.2011 14:00;3;0;1;2;24,6;30,305;60;12,998;45;143;188;4046;;;
08.11.2011 15:00;4;0;1;1;23,78;27,275;46;7,0015;33;155;188;4694;;;
18.12.2011 11:00;4;0;0;2;9,84;11,365;60;15,0013;20;168;188;5386;;;
12.01.2012 15:00;1;0;1;1;18,04;21,97;72;8,9981;32;156;188;5700;;;
15.01.2012 14:00;1;0;0;1;8,2;9,09;32;23,9994;25;163;188;5771;;;
18.02.2012 19:00;1;0;0;1;18,04;21,97;44;11,0014;38;150;188;6302;;;
07.03.2012 21:00;1;0;1;1;18,04;21,97;62;16,9979;11;177;188;6496;;;
14.03.2012 10:00;1;0;1;1;22,96;26,515;56;7,0015;38;150;188;6652;;;
02.07.2012 22:00;3;0;1;1;30,34;33,335;51;11,0014;19;169;188;8198;;;
04.04.2011 16:00;2;0;1;1;31,16;32,575;22;35,0008;59;130;189;1412;;;
12.04.2011 07:00;2;0;1;2;22,14;25,76;68;15,0013;12;177;189;1594;;;
06.06.2011 21:00;2;0;1;1;27,06;31,06;57;6,0032;29;160;189;2376;;;
10.06.2011 13:00;2;0;1;1;34,44;37,88;44;7,0015;40;149;189;2464;;;
15.06.2011 13:00;2;0;1;1;30,34;32,575;28;19,0012;43;146;189;2584;;;
06.07.2011 09:00;3;0;1;3;28,7;33,335;79;12,998;31;158;189;2820;;;
17.08.2011 12:00;3;0;1;1;32,8;36,365;43;19,0012;26;163;189;3543;;;
04.09.2011 09:00;3;0;0;1;27,06;30,305;78;11,0014;87;102;189;3684;;;
12.09.2011 14:00;3;0;1;1;30,34;33,335;51;11,0014;60;129;189;3878;;;
15.09.2011 13:00;3;0;1;2;26,24;30,305;65;19,0012;38;151;189;3949;;;
19.09.2011 12:00;3;0;1;2;23,78;27,275;60;6,0032;51;138;189;4044;;;
02.11.2011 12:00;4;0;1;1;18,86;22,725;55;11,0014;32;157;189;4547;;;
07.11.2011 13:00;4;0;1;1;22,14;25,76;49;6,0032;32;157;189;4668;;;
16.11.2011 18:00;4;0;1;3;18,86;22,725;88;26,0027;13;176;189;4889;;;
09.12.2011 15:00;4;0;1;1;15,58;19,695;46;19,0012;29;160;189;5174;;;
13.04.2012 21:00;2;0;1;1;20,5;24,24;36;0;36;153;189;7093;;;
18.04.2012 21:00;2;0;1;2;17,22;21,21;82;6,0032;24;165;189;7213;;;
19.04.2012 10:00;2;0;1;1;19,68;23,485;63;6,0032;46;143;189;7226;;;
14.05.2012 20:00;2;0;1;2;23,78;27,275;88;12,998;11;178;189;7572;;;
14.08.2012 22:00;3;0;1;1;29,52;34,09;66;6,0032;28;161;189;8942;;;
18.08.2012 08:00;3;0;0;1;26,24;30,305;69;16,9979;28;161;189;9024;;;
09.09.2012 22:00;3;0;0;1;23,78;27,275;49;16,9979;64;125;189;9278;;;
13.10.2012 22:00;4;0;0;1;16,4;20,455;62;0;33;156;189;9830;;;
13.12.2012 11:00;4;0;1;1;13,94;15,91;42;16,9979;25;164;189;10730;;;
05.01.2011 17:00;1;0;1;1;9,84;11,365;38;12,998;4;186;190;109;;;
02.02.2011 17:00;1;0;1;1;14,76;15,91;53;35,0008;7;183;190;472;;;
05.03.2011 13:00;1;0;0;2;18,86;22,725;67;19,0012;60;130;190;987;;;
18.03.2011 19:00;1;0;1;1;27,06;31,06;44;8,9981;58;132;190;1295;;;
02.04.2011 14:00;2;0;0;3;13,12;15,15;76;22,0028;97;93;190;1362;;;
06.05.2011 20:00;2;0;1;1;21,32;25;48;7,0015;29;161;190;1919;;;
13.05.2011 14:00;2;0;1;2;21,32;25;87;19,0012;70;120;190;2081;;;
01.06.2011 21:00;2;0;1;1;30,34;34,85;70;19,0012;29;161;190;2256;;;
04.06.2011 22:00;2;0;0;1;26,24;31,06;57;15,0013;49;141;190;2329;;;
11.06.2011 22:00;2;0;0;1;27,06;30,305;78;15,0013;53;137;190;2497;;;
07.09.2011 09:00;3;0;1;3;24,6;27,275;88;8,9981;14;176;190;3755;;;
13.09.2011 14:00;3;0;1;1;30,34;33,335;51;22,0028;51;139;190;3902;;;
05.10.2011 14:00;4;0;1;1;26,24;31,06;41;19,0012;34;156;190;4166;;;
16.10.2011 09:00;4;0;0;1;20,5;24,24;45;15,0013;39;151;190;4425;;;
13.11.2011 18:00;4;0;0;1;21,32;25;27;22,0028;35;155;190;4817;;;
18.11.2011 19:00;4;0;1;1;11,48;13,635;41;11,0014;7;183;190;4938;;;
01.12.2011 20:00;4;0;1;1;13,94;17,425;46;7,0015;12;178;190;4987;;;
02.12.2011 20:00;4;0;1;1;15,58;19,695;40;19,0012;12;178;190;5011;;;
05.12.2011 09:00;4;0;1;2;14,76;18,18;87;6,0032;12;178;190;5072;;;
09.01.2012 19:00;1;0;1;3;8,2;11,365;93;6,0032;3;187;190;5633;;;
07.02.2012 21:00;1;0;1;1;13,94;17,425;61;7,0015;20;170;190;6040;;;
06.04.2012 21:00;2;0;1;1;18,04;21,97;26;8,9981;54;136;190;6926;;;
07.05.2012 10:00;2;0;1;2;21,32;25;77;12,998;62;128;190;7394;;;
10.07.2012 10:00;3;0;1;1;31,16;35,605;62;12,998;56;134;190;8378;;;
19.08.2012 21:00;3;0;0;3;25,42;29,545;78;6,0032;36;154;190;9061;;;
12.10.2012 21:00;4;0;1;1;16,4;20,455;54;12,998;21;169;190;9805;;;
19.10.2012 22:00;4;0;1;1;20,5;24,24;77;6,0032;14;176;190;9974;;;
14.12.2012 10:00;4;0;1;1;10,66;12,88;81;12,998;28;162;190;10753;;;
18.02.2011 14:00;1;0;1;1;27,06;31,06;36;19,9995;73;118;191;844;;;
09.04.2011 16:00;2;0;0;2;15,58;19,695;82;0;73;118;191;1532;;;
04.05.2011 20:00;2;0;1;1;16,4;20,455;62;22,0028;17;174;191;1871;;;
12.05.2011 14:00;2;0;1;2;25,42;30,305;61;15,0013;43;148;191;2057;;;
15.05.2011 20:00;2;0;0;1;22,14;25,76;88;0;53;138;191;2135;;;
02.08.2011 22:00;3;0;1;2;31,98;37,12;59;11,0014;22;169;191;3193;;;
10.08.2011 13:00;3;0;1;1;33,62;36,365;38;19,0012;41;150;191;3376;;;
06.10.2011 13:00;4;0;1;1;22,96;26,515;46;6,0032;33;158;191;4189;;;
08.11.2011 09:00;4;0;1;1;14,76;18,94;87;0;14;177;191;4688;;;
15.11.2011 15:00;4;0;1;2;22,14;25,76;60;8,9981;36;155;191;4862;;;
19.12.2011 07:00;4;0;1;1;7,38;10,605;74;7,0015;4;187;191;5406;;;
06.01.2012 12:00;1;0;1;1;14,76;16,665;50;16,9979;23;168;191;5554;;;
19.01.2012 20:00;1;0;1;1;10,66;10,605;52;30,0026;7;184;191;5872;;;
05.02.2012 22:00;1;0;0;1;10,66;13,635;60;7,0015;9;182;191;5994;;;
10.02.2012 15:00;1;0;1;2;13,12;16,665;45;8,9981;27;164;191;6106;;;
19.02.2012 10:00;1;0;0;2;10,66;12,12;52;16,9979;49;142;191;6317;;;
06.05.2012 09:00;2;0;0;2;21,32;25;83;11,0014;63;128;191;7369;;;
14.07.2012 00:00;3;0;0;2;29,52;33,335;48;6,0032;35;156;191;8464;;;
06.09.2012 13:00;3;0;1;2;29,52;34,85;79;7,0015;39;152;191;9197;;;
16.09.2012 21:00;3;0;0;1;24,6;31,06;56;7,0015;43;148;191;9445;;;
06.10.2012 00:00;4;0;0;1;22,96;26,515;83;11,0014;37;154;191;9640;;;
06.12.2012 21:00;4;0;1;2;9,84;12,12;60;8,9981;7;184;191;10572;;;
19.04.2011 16:00;2;0;1;1;22,96;26,515;52;19,9995;30;162;192;1771;;;
05.05.2011 13:00;2;0;1;1;22,14;25,76;30;39,0007;50;142;192;1888;;;
03.06.2011 11:00;2;0;1;1;26,24;31,06;31;22,0028;57;135;192;2294;;;
16.08.2011 13:00;3;0;1;1;31,16;34,09;48;19,9995;45;147;192;3520;;;
17.08.2011 14:00;3;0;1;1;33,62;36,365;36;11,0014;54;138;192;3545;;;
01.09.2011 11:00;3;0;1;1;29,52;33,335;51;8,9981;51;141;192;3614;;;
02.09.2011 11:00;3;0;1;2;27,06;31,06;74;7,0015;51;141;192;3638;;;
10.12.2011 10:00;4;0;0;1;13,12;15,15;57;16,9979;31;161;192;5193;;;
16.01.2012 15:00;1;1;0;1;10,66;10,605;44;30,0026;17;175;192;5796;;;
01.02.2012 14:00;1;0;1;1;25,42;31,06;33;15,0013;33;159;192;5890;;;
10.02.2012 13:00;1;0;1;2;12,3;15,91;42;6,0032;22;170;192;6104;;;
04.03.2012 10:00;1;0;0;1;12,3;13,635;49;22,0028;31;161;192;6413;;;
13.04.2012 10:00;2;0;1;1;18,04;21,97;38;12,998;59;133;192;7082;;;
16.05.2012 10:00;2;0;1;1;27,06;31,06;61;0;43;149;192;7610;;;
10.08.2012 23:00;3;0;1;1;29,52;34,09;70;19,0012;33;159;192;8847;;;
13.08.2012 22:00;3;0;1;1;29,52;34,09;62;22,0028;44;148;192;8918;;;
19.09.2012 10:00;3;0;1;1;22,96;26,515;52;12,998;23;169;192;9506;;;
10.11.2012 20:00;4;0;0;1;18,04;21,97;54;0;39;153;192;10211;;;
14.04.2011 07:00;2;0;1;1;15,58;19,695;66;0;11;182;193;1642;;;
11.05.2011 13:00;2;0;1;1;25,42;31,06;50;0;36;157;193;2032;;;
16.05.2011 14:00;2;0;1;1;27,88;31,82;51;0;76;117;193;2153;;;
14.06.2011 09:00;2;0;1;1;25,42;31,06;46;12,998;19;174;193;2556;;;
07.08.2011 16:00;3;0;0;3;29,52;34,85;74;19,9995;74;119;193;3307;;;
14.08.2011 20:00;3;0;0;1;28,7;33,335;84;11,0014;67;126;193;3479;;;
15.08.2011 13:00;3;0;1;1;31,98;35,605;52;19,0012;53;140;193;3496;;;
09.10.2011 20:00;4;0;0;1;22,96;26,515;73;7,0015;59;134;193;4268;;;
16.01.2012 17:00;1;1;0;1;10,66;11,365;48;22,0028;19;174;193;5798;;;
19.01.2012 16:00;1;0;1;1;10,66;11,365;41;22,0028;8;185;193;5868;;;
05.06.2012 22:00;2;0;1;1;22,96;26,515;52;7,0015;22;171;193;7814;;;
05.08.2012 20:00;3;0;0;1;28,7;33,335;84;7,0015;53;140;193;8724;;;
10.08.2012 10:00;3;0;1;1;27,06;29,545;89;7,0015;27;166;193;8834;;;
09.10.2012 11:00;4;0;1;2;19,68;23,485;69;12,998;37;156;193;9723;;;
10.11.2012 22:00;4;0;0;1;15,58;19,695;71;6,0032;39;154;193;10213;;;
01.12.2012 09:00;4;0;0;2;10,66;12,12;93;16,9979;34;159;193;10440;;;
09.03.2011 17:00;1;0;1;2;13,94;15,15;76;19,9995;18;176;194;1085;;;
13.03.2011 12:00;1;0;0;1;18,86;22,725;38;26,0027;74;120;194;1172;;;
03.05.2011 13:00;2;0;1;2;28,7;32,575;58;40,9973;50;144;194;1840;;;
16.05.2011 09:00;2;0;1;1;24,6;29,545;69;12,998;38;156;194;2148;;;
12.07.2011 22:00;3;0;1;1;32,8;36,365;46;8,9981;44;150;194;2977;;;
07.08.2011 17:00;3;0;0;3;30,34;35,605;74;43,0006;63;131;194;3308;;;
10.08.2011 15:00;3;0;1;1;35,26;37,12;30;22,0028;53;141;194;3378;;;
03.09.2011 11:00;3;0;0;3;27,06;31,06;69;19,0012;66;128;194;3662;;;
04.10.2011 15:00;4;0;1;1;23,78;27,275;56;19,0012;28;166;194;4143;;;
04.11.2011 13:00;4;0;1;1;18,04;21,97;51;27,9993;33;161;194;4596;;;
11.12.2011 10:00;4;0;0;1;9,84;14,395;44;0;30;164;194;5217;;;
01.02.2012 15:00;1;0;1;1;24,6;31,06;35;19,0012;25;169;194;5891;;;
02.03.2012 11:00;1;0;1;1;15,58;19,695;46;12,998;40;154;194;6366;;;
13.06.2012 06:00;2;0;1;1;24,6;28,03;83;15,0013;6;188;194;7990;;;
18.07.2012 15:00;3;0;1;3;37,72;42,425;35;23,9994;42;152;194;8575;;;
08.09.2012 20:00;3;0;0;2;23,78;27,275;88;6,0032;28;166;194;9252;;;
08.09.2012 22:00;3;0;0;2;23,78;27,275;78;19,9995;18;176;194;9254;;;
05.01.2011 08:00;1;0;1;1;8,2;9,09;40;19,9995;3;192;195;100;;;
18.03.2011 12:00;1;0;1;2;22,96;26,515;49;23,9994;72;123;195;1288;;;
04.05.2011 16:00;2;0;1;1;20,5;24,24;45;31,0009;22;173;195;1867;;;
09.05.2011 12:00;2;0;1;1;24,6;31,06;43;12,998;35;160;195;1983;;;
03.08.2011 09:00;3;0;1;2;30,34;34,09;55;12,998;23;172;195;3204;;;
08.09.2011 08:00;3;0;1;3;25,42;27,275;94;8,9981;7;188;195;3777;;;
12.09.2011 21:00;3;0;1;1;26,24;30,305;73;6,0032;29;166;195;3885;;;
01.10.2011 15:00;4;0;0;2;17,22;21,21;71;19,0012;41;154;195;4071;;;
06.10.2011 14:00;4;0;1;1;23,78;27,275;43;6,0032;56;139;195;4190;;;
